lyrics,artist,featuring
"[Spoken: Nicki Minaj]
Ayo Young Money nigga. Hello Brooklyn. President Carter. Nicki Lewinsky

[Verse 1: Nicki Minaj]
Me and the Dread, yo give him some head – blow
Long as he know he keep me flyer than a Red Bull
Don't give a damn when Christmas is
My bitches is president mistresses
Now let's go, I'm with the boss, I'm Ms. Ross
I make them girls jump like I'm Kris Kross
Back to basics, bitch, I been hot since Asics
And I'm tighter than face lifts, flyer than spaceships
Now as for Dread? I met him on Mars
I said, ""I am Minaj and I'm gooder with the bars""
He said that he a Martian, he can be my Tarzan
And he looking for a bad bitch for his squadron
That's how we got together, see he control the weather
I leave my planet never without my um–b–rella
It's Dirty Money, slash Young Money, Cash Money
You-can't-catch money, run-it-nigga-fast money
Getting at Weezy, you coming through me-ezy
And I won't hesitate to do anyone greasy
If he gimme the word then I'm flipping the bird
And then I'm spinning around and I'm gripping the burner
See, I been the bitch since bubble gum and double dutch
You was playing hopscotch, bitch, I been top notch
Bitches is whack, they trash, they just pollution
Write ya own raps, make that your resolution, fuckas

[Chorus: Babyface (Jay-Z)]
Touch me with, a heart of gold (uh-huh)
I can't go a day without my sunshine (uh-huh) ahh-haaa (say what? uhh)
Touch me with, a smile of gold (yeah)
I can't go a day without my sunshine, sunshine (uhh, uhh, uhh)

[Verse 2: Lil Wayne]
I got you baby, yo
Yeah, ok I'm Dread, yo! I keep a red ho
I keep a red bow, Blood gang, bitch!
I get that bread dough, I get that head blow
Until she got a red throat (Haha)
Now who be rolling with the boy like sushi?
She said her name was Nicki, I'm Tunechi
I ain't have to introduce me, she knew me
I told her that's she's unique like a boutique
And I got her and she said she got me
Now let's go, she with the boss and I'm the boss
""He the President, yeah she Lewinsky"" but we never get caught
And I could give her brain back because I'm so smart
Fuck with my bitch and I'mma draw like Picasso art
Yeah, I spit at you like a hot beat
And nigga if it's not her then it's (not me)
Yeah, as for her I met her on Mars and she said
""I am Minaj, and I'm gooder with the bars""
She got me with her charm, my wings on my arms
Now we flying over chicken heads, shitting on ya farm
Like sitting on a thorn, like sitting on a horn
We sticking to your ass, like brass
So get a new alarm for me and Miss Nicki Barnes
Cause we kill everyone and get acquitted in the morn'
So get a new alarm for me and Miss Nicki Barnes
Cause we kill everyone and get acquitted in the morning, bling!

[Outro: Babyface (Jay-Z), Nicki Minaj, Lil Wayne]
Touch me with, a heart of gold (uh-huh)
Uh-huh, uh-huh
Big boogie, I told you we would go through it, baby
I can't go a day without my sunshine (uh-huh) ahh-haaa (say what? uhh)
Okay, uh-huh
Nicki Minaj, Nicki Lewinsky, Weezy F, da martian
Touch me with, a smile of gold (yeah)
I can't go a day without my sunshine, sunshine (uhh, uhh, uhh)
Listen, listen, uh-huh, Mr. President, you know the mistress gotta holla at you for a minute, right?
Like I mean, you know, meet the girl in the Oval Office it's nothing
It's going down, tell your wife you gon' be a lil' late tonight, hahaha, kyuh",Nicki Minaj,Lil Wayne
"[Verse 1: Nicki Minaj]
This one is for the boys with the booming system
Top down, AC with the cooler system
When he come up in the club, he be blazin' up
Got stacks on deck like he savin' up
And he ill, he real, he might gotta deal
He pop bottles and he got the right kind of build
He cold, he dope, he might sell coke
He always in the air, but he never fly coach
He a muthafuckin trip, trip, sailor of the ship, ship
When he make it drip, drip, kiss him on the lip, lip
That's the kinda dude I was lookin' for
And yes, you'll get slapped if you're lookin', ho
I said, excuse me you're a hell of a guy
I mean my, my, my, my you're like pelican fly
I mean, you're so shy and I'm loving your tie
You're like slicker than the guy with the thing on his eye, oh

[Refrain: Nicki Minaj]
Yes I did, yes I did
Somebody please tell em who the eff I is
I am Nicki Minaj, I mack them dudes up, back coupes up, and chuck the deuce up

[Chorus: Nicki Minaj & Ester Dean]
Boy, you got my heartbeat running away
Beating like a drum and it's coming your way
Can't you hear that boom, badoom, boom, boom, badoom, boom, bass?
He got that super bass
Boom, badoom, boom, boom, badoom, boom, bass
Yeah, that's that super bass
Boom, boom, boom, boom
Boom, badoom, boom, boom, badoom, boom, bass, he got that super bass
Boom, badoom, boom, boom, badoom, boom, bass, yeah, that's that super bass

[Verse 2: Nicki Minaj]
Yo, yo
This one is for the boys in the polos
Entrepreneur niggas and the moguls
He could ball with the crew, he could solo
But I think I like him better when he dolo
And I think I like him better with the fitted cap on
He ain't even gotta try to put the mack on
He just gotta give me that look, when he give me that look
Then the panties comin' off, off, uh
Excuse me, you're a hell of a guy
You know, I really got a thing for American guys
I mean, sigh, sickenin' eyes
I can tell that you're in touch with your feminine side, uh

[Refrain: Nicki Minaj]
Yes I did, yes I did
Somebody please tell him who the eff I is
I am Nicki Minaj, I mack them dudes up, back coupes up, and chuck the deuce up

[Chorus: Nicki Minaj & Ester Dean]
Boy, you got my heartbeat running away
Beating like a drum and it's coming your way
Can't you hear that boom, badoom, boom, boom, badoom, boom, bass?
He got that super bass
Boom, badoom, boom, boom, badoom, boom, bass
Yeah, that's that super bass
Boom, boom, boom, boom...
Boom, badoom, boom, boom, badoom, boom, bass, he got that super bass
Boom, badoom, boom, boom, badoom, boom, bass, yeah, that's that super bass

[Bridge: Nicki Minaj]
See, I need you in my life for me to stay
No, no, no, no, no I know you'll stay
No, no, no, no, no, don't go away
Boy, you got my heartbeat runnin' away
Don't you hear that heartbeat comin' your way?
Oh, it be like, boom, badoom, boom, boom, badoom, boom, bass
Can't you hear that boom, badoom, boom, boom, badoom, boom, bass?

[Chorus: Nicki Minaj & Ester Dean]
Boy, you got my heartbeat running away
Beating like a drum and it's coming your way
Can't you hear that boom, badoom, boom, boom, badoom, boom, bass?
He got that super bass
Boom, badoom, boom, boom, badoom, boom, bass
Yeah, that's that super bass
Boom, boom, boom, boom...
Boom, badoom, boom, boom, badoom, boom, bass, he got that super bass
Boom, badoom, boom, boom, badoom, boom, bass, yeah, that's that super bass",Nicki Minaj,
"[Verse 1: Nicki Minaj]
Here we go again, it's the game we love
Sheets all over the floor and they laced with drugs
You ain't play your cards right, you had the Ace of Clubs
Hit you with the Ace of Spade, in your face, and shrugged
Blood drippin' out your arm on my Asian rugs
We was just planning a wedding, Caucasian doves
You was just tellin' your mans, that you hate the clubs
Now we in the crying game, heart laced with slugs

[Bridge 1: Nicki Minaj]
Are you alone? Do you need someone?
Is it too late to talk? Did I wait too long?
Thousand words don't change a thing
Is it only three? Three words that you're missing?

[Pre-Chorus: Jessie Ware]
Where did you go? Couldn't see
I was too busy
Could've just said no
Where would you go? I think that I know

[Chorus: Jessie Ware]
O-o-o-o-o-o, O-o-o-o-o-o
We're back to playing, we're back to playing
O-o-o-o-o-o, O-o-o-o-o-o
We're back to playing, the crying game

[Post-Chorus: Jessie Ware]
I could've given everything
Don't wanna let the tears begin
We're back to playing, the crying game
I could've given everything
Don't wanna let the tears begin
We're back to playing, the crying game

[Verse 2: Nicki Minaj]
Welcome to the crying game, where you lose your soul
Where it ain't no E-Z Pass, you got to use the toll
Ain't no cruise control, you 'bout to lose control
Ain't no smilin' faces here, we slammin' doors and dishes
Sayin' we don't miss each other, but it's all fictitious
Sayin' that we had enough, but enough of what?
Another slap to the face, another uppercut
I'm just abusive by nature, not 'cause I hate ya
Not 'cause I wanna get someone to imitate ya
I know it's hard, I know I intimidate ya
But is you stayin' or goin'?
I couldn't breathe, and you ain't even know it
How come you never show it? All this love you speak of
All I want, is to love and be loved (to love and be loved)

[Bridge 2: Nicki Minaj]
I'm losin' a thing I thought I'd win
And I'm coming undone, 'cause the tears don't end

[Pre-Chorus: Jessie Ware]
Where did you go? Couldn't see
I was too busy
Could've just said no
Where would you go? I think that I know

[Chorus: Jessie Ware]
O-o-o-o-o-o, O-o-o-o-o-o
We're back to playing, we're back to playing
O-o-o-o-o-o, O-o-o-o-o-o
We're back to playing, the crying game

[Post-Chorus: Jessie Ware]
I could've given everything
Don't wanna let the tears begin
We're back to playing, the crying game
I could've given everything
Don't wanna let the tears begin
We're back to playing, the crying game

[Outro: Jessie Ware]
O-o-o-o-o-o, O-o-o-o-o-o
O-o-o-o-o-o, O-o-o-o-o-o",Nicki Minaj,Jessie Ware
"[Verse 1]
Yo, ayo tonight is the night that I'ma get twisted
Myx Moscato and vodka, I'ma mix it
Roll that spaceship, we ‘bout to get lifted
Live in the present, that gift is for the gifted
This what you came, this what you came for
You get what you buy, this what you paid for
So make sure the stars is what you aim for
Make mistakes though

[Pre-Chorus]
I never worry, life is a journey
I just wanna enjoy the ride
What is the hurry? It's pretty early
It's ok, we'll take our time

[Chorus]
The night is still young
The night is still young
The night is still young
And so are we
The night is still young
(How dare we sit quietly)
The night is still young
(And watch the world pass us by)
The night is still young
(How dare we sit quietly)
So are we

[Verse 2]
Ayo, drinks on you, or the drinks is on me
We ain't going nowhere like tanks is on E
We still getting money, what bank it's gon' be?
If he sexy, he planking on me
So when them big boys want all of that (Ay!)
Tell the bartender, say my order back (Ay!)
It's bottle service, he ordered that (Ay!)
Might let him take it home and slaughter that
He got friends for all of my friends
They ain't leaving 'till we say when
And we gon' hangover the next day
But we will remember this day
So drop the pop and get low
Or we can drop the top and just cruise
We fresh to death, down to the shoes
My only motto in life is don't lose

[Pre-Chorus]
I never worry, life is a journey
I just wanna enjoy the ride
What is the hurry? It's pretty early
It's ok, we'll take our time

[Chorus]
The night is still young
The night is still young
The night is still young
And so are we
The night is still young
(How dare we sit quietly)
The night is still young
(And watch the world pass us by)
The night is still young
(How dare we sit quietly)
So are we

[Bridge]
We're just getting started, yeah, yeah
We're just getting started, yeah, yeah
Can't you see the night's still early
And we gon' get it wild and crazy

[Bridge]
We're just getting started, yeah, yeah
We're just getting started, yeah, yeah
Can't you see the night's still early
And we gon' get it wild and crazy

[Chorus]
The night is still young
The night is still young
The night is still young
And so are we
The night is still young
(How dare we sit quietly)
The night is still young
(And watch the world pass us by)
The night is still young
(How dare we sit quietly)
So are we

[Outro]
How dare we sit quietly
And watch the world pass us by
How dare we sit quietly
And watch the world pass us by",Nicki Minaj,
"[Chorus: Nicki Minaj]
I-I-I-I thought I knew you
Ha-ha-ha, I guess I didn't
I-I-I-I thought I knew you
Fuck, baby, I-I guess I didn’t
I-I-I thought you was down for real
Thought you would stick around for real
Ah ah, ah ah ah, ah ah, ah

[Verse 1: The Weeknd]
Misconstrued your love (Misconstrued your love)
You confused my love
You givin' up (Up) on love (On love)
Not to lose my love (Not to lose my love), yeah

[Pre-Chorus 1: Nicki Minaj]
Honestly, I think this shit excites you
You love drama, it excites you
I-I liked you
I-I-I-I don't think I’m talkin' to the right you

[Chorus: Nicki Minaj & The Weeknd]
I-I-I-I thought I knew you (Thought I knew you, girl)
Ha-ha-ha I guess I didn't
I-I-I-I thought I knew you (Thought I knew you)
Fuck, baby, I guess I didn't
I-I-I thought you was down for real (Down for real)
Thought you would stick around for real (For real)
Ah ah, ah ah ah, ah ah, ah

[Verse 2: The Weeknd]
Tell me why you let me come inside for real
Nevermind, you were never mine for real
Hit my line, I'ma hit decline for real
I ain't tryin' for a second time for real

[Pre-Chorus 2: The Weeknd]
Honestly, I think this shit excites you (Excites you)
All that drama that you're tied to (Ooh yeah)
You play the victim every time, too (Oh, whoa)
That shit came back and hit you times two

[Chorus: Nicki Minaj & The Weeknd]
I-I-I-I thought I knew you (Thought I knew ya, baby)
Ha-ha-ha I guess I didn’t (Guess I didn’t, girl)
I-I-I-I thought I knew you (Oh, yeah)
Fuck, baby, I guess I didn't
I-I-I thought you was down for real (Down for real)
Thought you would stick around for real (’Round for real)
Ah ah, ah ah ah, ah ah, ah

[Outro: Nicki Minaj]
You broke my heart and now ever since
I just want them dead presidents
I just want them dead presidents
I just want them dead presidents
You broke my heart, nigga, ever since
I just want them dead presidents
I just want them dead presidents
Now I just want them dead presidents
'Dents-dents, them presidents
Presidents-dents, them presidents
Presidents-dents, them presidents
Presidents-dents, them presidents
Presid-dead, d-dead, d-dead, d-dead
Them dead, d-dead, d-dead, d-dead, d-dead
Them dead, d-d, d-dead, d-dead, d-dead
Them dead, d-d-d-d-d-d-d-d-d-d, presidents, presidents",Nicki Minaj,The Weeknd
"[Hook: Lunchmoney Lewis]
Brixton girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Queens dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Trini dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Jamaica dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum

[Verse 1: Nicki MInaj]
Yo, he in love with a ghetto girl
He said he want a piece like Metta World
Pat, pat on the kitty cat
He don't mess with them...regulars
He tryna kick it like a ninja
He tryna stick it like syringes
He don't ever play the benches
So I'ma let him touch it if he playin' with some inches

[Pre-Hook: Nicki Minaj]
I know that you want it
I see that you watching
You love when I wine it
You know that I'm sexy
I hope that you ready
To come here and get it
Where di hot gyal dem

[Hook: Lunchmoney Lewis]
Brixton girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Queens dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Trini dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Jamaica dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum

[Verse 2: Nicki Minaj]
Put it in his face like a cop badge
He wanna pound it like a hashtag
He gonna have to get the wash rag
If he shoot it up, I'm gonna bust back
Them island girls is the baddest (mm)
American girls run the planet (mm)
South African, European, Asian, Australian
And my Canadian Girls

[Pre-Hook: Nicki Minaj]
I know that you want it
I see that you watching
You love when I wine it
You know that I'm sexy
I hope that you ready
To come here and get it
Where di hot gyal dem

[Hook: Lunchmoney Lewis]
Brixton girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Queens dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Trini dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Jamaica dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum

[Bridge: Nicki Minaj]
All the bad boys try to push up on me (Hey)
He want a bad girl to come and spend his money (Hey)
He say it taste good, just like honey (Hey)
He in love with a girl from the islands
And how the miniskirt flow

[Pre-Hook: Nicki Minaj]
I know that you want it
I see that you watching
You love when I wine it
You know that I'm sexy
I hope that you ready
To come here and get it
Where di hot gyal dem

[Hook: Lunchmoney Lewis]
Brixton girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Queens dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Trini dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum
Jamaica dem girls, dem a pat the pum pum
Dem a wine up dem waist, dem a pat the pum pum",Nicki Minaj,LunchMoney Lewis
"[Chorus: Maya Jane Coles]
You know
Touchin'
Yeah
Night of
You know
Touchin'
Yeah
Night of

[Verse 1: Drake]
Uh, thinkin' out loud
I must have a quarter million on me right now
Hard to make a song 'bout somethin' other than the money
Two things I'm about is talkin' blunt and staying blunted
Pretty women, are you here? Are you here right now, huh?
We should all disappear right now
Look, you're gettin' all your friends and you're gettin' in the car
And you're comin' to the house, are we clear right now, huh?
You see the fleet of all the new things
Cop cars with the loose change
All white like I move things
Niggas see me rollin' and they mood change
Like a muhfucka
New flow, I got a dozen of 'em
I don't trust you, you a undercover
I could probably make some step-sisters fuck each other (woo)
Talkin' filets with the truffle butter
Fresh sheets and towels, man she gotta love it
Yeah, they all get what they desire from it
What, tell them niggas we ain't hidin' from it

[Chorus: Maya Jane Coles]
You know
Touchin'
Yeah
Night of
You know
Touchin'
Yeah
Night of

[Verse 2: Nicki Minaj]
Yo, thinkin' out loud
I must have about a milli on me right now
And I ain't talkin' about that Lil Wayne record
I'm still the highest sellin' female rapper, for the record
Man, this a 65 million single sold
I ain't gotta compete with a single soul
I'm good with the ballpoint game, finger roll
Ask me how to do it, I don't tell a single soul
Pretty women, wassup? Is you here right now?
You a stand-up or is you in your chair right now?
Uhh, do you hear me? I can't let a wack nigga get near me
I might kiss the baddest bitch if you dare me
I ain't never need a man to take care of me
Yo, I'm in that big boy, bitches can't rent this
I floss everyday, but I ain't a dentist
Your whole style and approach, I invented
And I ain't takin' that back, cause I meant it

[Chorus: Maya Jane Coles]
You know
Touchin'
Yeah
Night of
You know
Touchin'
Yeah
Night of

[Verse 3: Lil Wayne]
Uh, thinkin' out loud
I could be broke and keep a million dollar smile
LOL to the bank, check in my account
Bank teller flirtin' after checkin' my account
Pretty ladies, are you here?, truffle butter on your pussy
Cuddle buddies on the low, you ain't gotta tell your friend
That I eat it in the morning, cause she gon' say ""I know""
Can I hit it in the bathroom? Put your hands on the toilet
I'll put one leg on the tub, girl, this my new dance move
I just don't know what to call it
But, bitch, you dancing with the stars
I ain't nothin' like your last dude
What's his name? — Not important
I brought some cocaine if you snortin'
She became a vacuum, put it on my dick like carpet
Suck the white off, white chocolate
I'm so heartless, thoughtless, lawless, and flawless
Smallest, regardless, largest in charge
And born in New Orleans, get killed for Jordans
Skateboard, I'm gnarly, Drake, Tunechi, and Barbie
You know!

[Chorus: Maya Jane Coles]
You know
Touchin'
Yeah
Night of
You know
Touchin'
Yeah
Night of",Nicki Minaj,"Lil Wayne, Drake"
"[Hook: Rene Rowe & Amoy Levy]
We are going up in flames
One more night for us to burn brighter
We are going up in flames
One last time for us to go higher
We are going up in flames
One more night for us to burn brighter
We are going up in flames
One last time for us to go higher

[Verse 1: Nicki Minaj]
Anyway, lil' nigga don't test the kid
Even Maury Povich couldn't test the kid
Even R. Kelly couldn't touch the kid
And even with all your bars, you couldn't text the kid
I got a pool that I never even swam in
Airports that you bitches never land in
They be like, ""What you doin', Nicki?"" Brandin'
Suck a cockpit, prepare for landing
I'm brandin', I ain't talking about Priestley
I keep a sniper, I ain't talking about Wesley
Why these bitches so pressed, B?
Open my trunk, all I gotta do is press B
I'mma violate y'all asses like Chris Stokes
I'm in Saint-Tropez, on a big boat
Go my way to make a billi like a big goat
Pull my dick out case you bitches get a slick throat

[Hook: Rene Rowe & Amoy Levy]
We are going up in flames
One more night for us to burn brighter
We are going up in flames
One last time for us to go higher
We are going up in flames
One more night for us to burn brighter
We are going up in flames
One last time for us to go higher

[Verse 2: Nicki Minaj]
Want another round? Well, then get the ref!
Got the clothing line popping, and the wigs is next
When I fly, you know G5 is the jet
I'm the motherfuckin' Queen, 'lizabeth
Meetings with the president of every network
That is what the fuck I call how to network
My net worth, that net works
Keep my shooters out in Brooklyn where the Nets work
Chillin' with executives
Check the charts, all my winnings are consecutive
Trillion dollar deficit
But y'all don't hear me though, all you bitches deaf as shit
Bitches ain't got punchlines or flow
I have both and an empire also
Sell out shows out in Norway, Oslo
This is the Re-Up, better cop it while the cost low
Flow's sick, I'll slap a patient
I'm checking these bitches like an application
'Cause these bitches trippin', no navigation
So it's off with your head, decapitation
S-s-send 'em up in flames like a fireman
I do the hiring and I do the firing
That boss shit that you talk, I live it
And I'm calling a travel if you don't stay on your pivot
Bitches

[Hook: Rene Rowe & Amoy Levy]
We are going up in flames
One more night for us to burn brighter
We are going up in flames
One last time for us to go higher
We are going up in flames
One more night for us to burn brighter
We are going up in flames
One last time for us to go higher

[Outro: Rene Rowe & Amoy Levy]
Going up in flames
Going up in flames",Nicki Minaj,
"[Verse 1]
Just met a boy, just met a boy, when
He can come inside of my playpen
'Cause he look like a superstar in the making
So, I think that I'm going in for the taking
Hear through the grapevine that he's cakin'
We can shoot a movie, he can do the tapin'
Boom boom pow, this thing be shakin'
I ain't even tryna find out who he datin'

[Pre-Chorus]
'Cause I know he got a wife at home
But I need just one night alone
If he keep playin' them g-g-games
I'mma run away-ay, I'mma run away-ay-ay

[Chorus]
I-I-I wanna give you one last option
I-I-I wanna give you one last chance
If-if you looking for the main attraction
Just hold on tight, and let me do my dance
If you want it, I'm gonna be va va voom voom
If you got it you got it, you got that boom boom
If you want it, I'm gonna be va va voom voom
If you got it you got it, you got that boom boom

[Verse 2]
Just met a boy, just met a boy when
He can become my little problem
'Cause it look like he modeling clothes in Dublin
So, I think he that getting that green, a goblin
Hear through the grapevine that he hang low
We can shoot a movie, we can bang like Rambo
Boom boom pow, this thing so bingo
Wondering if he can understand my lingo

[Pre-Chorus]
'Cause I know he got a wife at home
But I need just one night alone
If he keep playin' them g-g-games
I'mma run away-ay, I'mma run away-ay-ay

[Chorus]
I-I-I wanna give you one last option
I-I-I wanna give you one last chance
If-if you looking for the main attraction
Just hold on tight, and let me do my dance
If you want it, I'm gonna be va va voom voom
If you got it you got it, you got that boom boom
If you want it, I'm gonna be va va voom voom
If you got it you got it, you got that boom boom

[Bridge]
Boy, I'm in this club slow-mo
Don't mind if I do
And I can tell you feeling me from the jump
I wanna ride too
You got that hot shit, boy, you blessed
Let me feel up on your chest
Flex it, you the man
You the man, one-hundred grand
The same old game, blow
Yes, I play it very well
Come baby, lay it down, let me stay down
Let me show you how I run things in my playground
Come, and get this va va voom voom (woo woo)

[Chorus]
I-I-I wanna give you one last option
I-I-I wanna give you one last chance
If-if you looking for the main attraction
Just hold on tight, and let me do my dance
If you want it, I'm gonna be va va voom voom
If you got it you got it, you got that boom boom
If you want it, I'm gonna be va va voom voom
If you got it you got it, you got that boom boom",Nicki Minaj,
"[Intro]
Hello
Hello, hello, hello, hello

[Chorus]
See? I'm all about my wamables
See? I'm all about my wamables
(Hello, hello, hello, hello)

[Verse 1]
I'm all about my wamables
Nigga ain't bangable
I'm all about my wamables
These bitches is flammable
Bad bitches in the colleges
Bust it open for me, gynecologist
But watch all your mileages
Pussy miles go up if you’re talented
I'm all about pool life
Thong in my ass, make that nigga drool like
I'm all about good sex
Fake niggas gotta pay, gotta book sex
Real niggas get the pussy off GP
Real niggas get a feature on my EP
What the fuck you smiling for?
And what they put you on the panel for?
Where you gettin' money from?
Ayo Twist, where you get that Bentley from?
Clap, clap, clap, make it go around like a lap
Now put it in my lap
Let me see your crack, like the trap

[Chorus]
I'm all about my wamables
See? I'm all about my wamables
(Hello, hello, hello, hello)
I'm all about my wamables
See? I'm all about my wamables

[Verse 2]
I like percocets, I like to keep 'em hidden in my Birkin bag
Ass so fat, damn I'mma hurt 'em bad
It's showtime bitch, tell me break a leg
Couple Bushwick niggas, that'll break your leg
Push you off the balcony, and don't break a ledge
Put your hand up, now it's time to make a pledge
You'll never catch me, in a lightskin nigga bed
I'ma always keep the hammer, nigga fuck a sledge
Fuck what they be talkin' bout, fuck what they allege
I know them bitches gon' hate on my Giuseppe wedge (check)
Box spring cost 25k bitch
I'm out in Cali, fuckin' wit' the black K-fed
And nah man, I ain't fuckin' with that Jean Vest
Playtime been over fuck a recess
Playtime been over fuck a seesaw
Bitches wanna play a game? Go and see Saw
That's one, that's two, and that's three four
I'm hungry, who else could I feast off?
You know my pockets fatter, than that little Vine kid
They couldn't stop me, even if the red sign did
Bitch don't get gassed, like a hybrid
These bitches thinkin' they can do what I did
These bitches thinkin' they can live where I live
But bi-bitches couldn't see me with an eyelid
I mean look, your bitch came off an island
I came in the game '09 wilin'
I'm out in Hollywood, left off Highland
These bitches loud, but when the Queen come? (silent...)

[Chorus]
I'm all about my wamables
See? I'm all about my wamables
(Hello, hello, hello, hello)
I'm all about my wamables
See? I'm all about my wamables
(Hello, hello, hello, hello...)",Nicki Minaj,
"[Intro]
Zaytoven
Metro Boomin want some more, nigga

[Chorus: Jeremih and Nicki Minaj]
Want some more, want some more
Even though a nigga been getting to it
Want-want-want some more
(Still, want some more) Want some more, want some more
Everytime I end up getting it
Want-want-want-want some more
When they start talking crazy
That's when I know that they want some more
I know that I'm getting it, but fuck it
'Cause I want some more
Whe-whe-when they start talking crazy
That's when I know that they want some more
Every time I end up getting it
Want-want-want-want some more

[Verse 1: Nicki Minaj]
I-I-I-I'm in this bitch, I'm getting money
One minute they hate me, then they love me
Ain't got nothing for me, these dudes is funny
That's why I'm throwing shade like it's sunny
Who-who-who had Eminem on the first album?
Who had Kanye saying, “She a problem?”
Who the fuck came in the game, made her own column?
Who-who made Lil Wayne give 'em five million?
Why the fuck I gotta say it, though? You niggas don't know it yet?
Football touchdown on the Boeing jet
You my son, but I'm just not showing yet
Wrist icy, but it ain't snowing yet
You can tell I'm the illest, cause my dividend is the biggest
Bitches ain't sitting with us, all my niggas in Margielas, oh
Is pigs flying? Is these bitches trying me?
They think it's sweet? Oh-oh-oh-oh, these bitches got diabetes
You seen that list? It was me, Baby, Jay-Z, and Diddy

[Chorus: Jeremih and Nicki Minaj]
Want-want-want some more, want some more
Even though a nigga been getting to it
Want-want-want some more
(Still, want some more) Want some more, want some more
Every time I end up getting it
Want-want-want-want some more
When they start talking crazy
That's when I know that they want some more
I know that I'm getting it, but fuck it
'Cause I want some more
Whe-whe-when they start talking crazy
That's when I know that they want some more
Every time I end up getting it
Want-want-want-want some more

[Verse 2: Nicki Minaj]
Yo, yo, I'm in this bitch, I'm high-saditty
I popped a Perc and I said, “Thank you”
I'm popping tags every day, it look like my b-day
These bitches suck, so I nickname these bitches “BJ”
They want that union, they want that D-Wade
I tell a ho just be happy they getting leeway
My name Barbie, bitch (My name)
My name Barbie, bitch
Alexander made me Queen, I'm pulling up with the King
I'm late to my own party, bitch
Want it, I get it, I don't be wanting for nothing
I mean, I do what I do and it must be counting for something
I don't be jumping from topic to topic, stay in my pocket
I got your rent in my pocket, so can I pay you to pop it?
Cash Money, getting six albums, no bitch niggas on a bitch album
You niggas apologize when a nigga diss you? That's a big problem

[Chorus: Jeremih and Nicki Minaj]
Want-want-want some more, want some more
Even though a nigga been getting to it
Want-want-want some more
(Still, want some more) Want some more, want some more
Every time I end up getting it
Want-want-want-want some more
When they start talking crazy
That's when I know that they want some more
I know that I'm getting it, but fuck it
'Cause I want some more
Whe-whe-when they start talking crazy
That's when I know that they want some more
Every time I end up getting it
Want-want-want-want some more",Nicki Minaj,
"[Nicki Minaj]
Who the hell is this?
Calling me at 12:47 in the night
While I'm watching the fight
Looking at the phone, it's no name in sight
Blocked ID, knew something just wasn't right
It's my girl Kandi from out in Miami
Telling me that my man with some bitch in a Camry
Car seat in the back like he started a family
Yo Kan, stop playing, what the fuck is you saying?

[Kandi]
Remember them chicks from the Bricks 'round nine six
That we seen when we hit a lick by the project?

[Nicki Minaj]
Oh, you mean Leah, little sister Maria
I used to go see her in front of the pizzeria

[Kandi]
I didn't say them
They schooled me to some bitch that you knew from back when
Some bitch named Kim
Light skinned, slim, used to rock a low brim
Followed them to the crib, but the lights real dim
They hit me on the chirp, warning me, now I'm warning you
What's it gonna be Nicki, tell me what you wanna do

[Nicki Minaj]
Damn, I'mma have to send her to her maker
Damn, I'mma have to send her to her maker
Damn, I'mma have to send her to her maker
I'mma send her to her maker
I'mma send her to her maker

[Kandi]
They heard about his good sexing, long erections
Nice complexion, Magnums for protection
They even heard about his tongue game
How the nigga give brain, ain't stop 'til the cum came
But that's words of Hip Hop
I popped the bitch top, like a Corona

[Nicki Minaj]
Call a coroner, it's gonna be a lot of black dresses and chest vest-es
If I find out he got a next Mrs
What you think all the goons is for
Two by the door, a few more out in New York
And I feed 'em curry chicken, I'm all about my green nahmean?
Got some fat bitches in the kitchen
I got a spot like ox and we cook oxtail
Got a scale for what's in the mail
I got whatever on my nigga bail, But if the nigga bail
I'll have him sleeping with some killer whales
Damn bitches wanna fuck with my man
On the other hand, things ain't always what you plan
It's the ones up in your prom picture, salon wit'cha
Now they wanna creep in your man's jeep
I bet you Nicki won't sleep
Cause I'mma put the heat to your beak, You'll bird like tweet tweet
And watch you smoke like a cigarette
Should've left the bitch a pack of Nicorette
Leave all them foul bitches wet
I give a fuck about you and your bum crew
Mami I'm the truth, they salute when I come through
I'm not running bitch, I bust my gun, hold on I hear somebody coming",Nicki Minaj,
