lyrics,artist,song_title,featuring
"[Instrumental]

[Verse: Machine Gun Kelly]
Uh, from the bottom of the ash I rose
Yeah, to the top I go
Where I’m from its cold
But I don’t need this coat (nah)
Keep my sleeves rolled
Got my city’s area code on my shoulder (whattup)
216 forever in my soul
Swear to God every single night its gets colder
No heat so we all around that stove
Like “fuck this broke shit,” petty ass hustlin
Couldn’t even sell one zone
Slim still workin' at the store and the only time we ever get to eat is when he brings something home
Everydays dark here
Prayin for a rainbow to lead us to that pot of gold
And exchange those nights on a concrete floor
For a bottle of Rose to pop that bitch off like we suppose to
Never gave a fuck if we went gold
I just wanna be able to say that ""I made it""
Cause’ real EST mufuckas don’t fold
Real EST mufuckas don't break up, real family grows old
Real EST mufuckers representin' for the city where they came even when they gone
And fuck this throne, ain't no kings
No pretty princess, ain't no queen
No fairy tale endings on the eastside
Just these broken homes and those screams
Broken bones underneath these jeans
Broken bricks cover up my streets
Fiends outside trying to get they fix
While my first born in here trying to get sleep
Muthafuck this rap shit
Try buryin' your boy six feet, let me show you 'bout real
Try telling me that you can’t make it up out the city 26 dollars to multi-mills
Face inside of the XXL
Then try coming back to the eastside still
Well bitch I did, and it's still the kid
Labeled a Bad Boy before this deal
What up Slim, Dub, Xplo, Dre, Swirv, Ash, my boy BK
And everybody from the beginning that bled with me knowing I would be here one day
So as I roll through all the hoods that raised me
Lookin' at the house of pain
I’ma runaway from the ones that pay me
Hopin I’ll stay the same

[Outro: M. Shadows]
Can't you save meeeeeeee?
[Can't you save meeeeeeee?]
[Can't you save meeeeeeee?]
[Can't you save meeeeeeee?]

[Guitar Solo: Synyster Gates]",Machine Gun Kelly,Save Me,"Synyster Gates, M. Shadows"
"[Produced by J.U.S.T.I.C.E. League]

[Verse 1: MGK]
Every day I, wake up, to the same shit
In the same house, with the same bricks
In the same clothes, with the same kicks
I might as well be in jail
Caged in, stairin' at the wall waitin' for a change but
Dad telling me I gotta get a job
Couldn't pay the bills so the lights turned dark
Them Cleveland boys got it hard
Oh my god, we been living like this too long
Just to lose it all in a week
My people too strong
Get it? Me and my boys be blowin'
Puffing on weed like this the lawn
Me and my boys tired of being here
That is why we gone
They say we wouldn't amount to nothing, huh?
Y’all thought we was bluffing, huh?
Fought every temptation shit, I guess I’m David Ruffin huh?
Nowadays, we don’t gotta do that dirt, tell my boys they good
And nowadays my little girl won’t have to work, moved her out the hood
Look man, I done been through it all, and I’ma damned if I got this far
And if I let them strip me of this message let these haters take my heart
This for the ones that had it hard, the ones like me, the underdogs
This for the ones that waited for them clouds to form, please god let it

[Hook]
You can't see my tears, in the rain
Underneath it all, we’re just the same, same, same
You can't see my tears, in the rain
All around the world it’s just the same, same, same
You can't see my tears, in the rain
So I let it rain

[Verse 2]
And they mad that I made it out the city
But if you look I'm still out in the city
Before everything I had clout in the city
Toured the states and never bounced on the city
Shout out to everybody that’s proud in the city
Everybody cheering in the crowd from the city
Everyone that never had doubts in the city
Cause they know I represent what we about in the city
And I’m still laced up, tell the world that’s nothing changed
Till it’s hundred dollar bills in my pocket, then nothings change
If my team ain't with me, then I don’t wanna thang, tell them I'll go broke before I run out on my gang
EST over everything
100 thousand plus, cult fan base yea that is us, my songs tattooed on they body troubled youth, we bad as fuck and what?
Nobody gave a shit about for broken mirrors
So I care less about appearance
Just as long as they can hear us
We’re fearless, we’re stupid, we’re dealers, we’re loser's
We’re killers, we're orphan's, we’re addicts, we’re stealers
We’re shooters so kill us
We are what they say we are until conformity hits us
Or those clouds come down and take them all with us, please god let it

[Hook]
You can't see my tears, in the rain
Underneath it all, we’re just the same, same, same
You can't see my tears, in the rain
All around the world it’s just the same, same, same
You can't see my tears, in the rain
So I let it rain",Machine Gun Kelly,See My Tears,
"[Intro: Machine Gun Kelly, 24hrs & Hit-Boy]
Twentyfour
Hold up
Hit-Boy

[Chorus: Machine Gun Kelly & 24hrs]
Hop in, roll up
Bad bitch shotgun toes up
Gang signs, my block
All tattoos on my top (whew)
You can never ever stay the night
Rockstar that's my life
Never ever look at the price
Bitch don't try my life
Ay, ay, ay
Hop in, roll up
Bad bitch shotgun toes up
Gang signs, my block
All tattoos on my top (Kells!)
You can never ever stay the night (ay)
Rockstar that's my life (yeah)
Never ever look at the price
Bitch don't try my life

[Verse 1: Machine Gun Kelly & 24hrs]
Hold up
I don't need, I don't need love
I just need three in the tub (three)
Give me good weed and some rub, yeah
Scrape up em' knees on the rug, yeah
I ain't gon' show you no love, no
You say my name you a dub, no
Picked her up from the islands
She say ""Twenty you wildin'""
Ayy, stayed up, can't sleep
Couple chickenheads it's a eight piece
Girls in the car is all topless
Rock God I was born in a moshpit, ungh

[Chorus: Machine Gun Kelly & 24hrs]
Hop in, roll up
Bad bitch shotgun toes up
Gang signs, my block
All tattoos on my top
You can never ever stay the night
Rockstar that's my life
Never ever look at the price
Bitch don't try my life

[Verse 2: Machine Gun Kelly & 24hrs]
Yeah, piped up and I can't stop it (can't stop it)
Bang twenty bitches and pop it (right)
Record label thinks I'm crazy (hahaha)
Showed up with the thing, no safety (oh fuck)
You can't take me out the hood, don't fake me (don't fake me)
Hundred twenty eighth, we ain’t have AC
Hundred square feet to a hundred K fee
If you ain't noticed I don't give much of a fuck lately (ay!)
Don't you ever try my life
VVS diamonds, my ice
Brand new Range Rov' black
She can't never come back

[Chorus: Machine Gun Kelly & 24hrs]
Hop in, roll up
Bad bitch shotgun toes up
Gang signs, my block
All tattoos on my top
You can never ever stay the night
Rockstar that's my life
Never ever look at the price
Bitch don't try my life
((Ay, ay, ay)
Hop in, roll up
Bad bitch shotgun toes up
Gang signs, my block
All tattoos on my top
Kells!
You can never ever stay the night (ay)
Rockstar that's my life (yeah)
Never ever look at the price
Bitch don't try my life

[Outro: Hit-Boy]
Hit-Boy",Machine Gun Kelly,SIGNS,24hrs
"[Verse 1]
Original chucks on laced up like I'm taking them on a run
They're begging me not to kill it I tell them I'm having fun
They're asking me how I do it I tell them get on the rail
Meaning get on﻿ your grind I'm ready now what's the deal
My size 11s skate on the surface like hovercrafts
A superhero you think that I was a Thundercat
I run with villains my village calling me son of Sam
Simply cause when I come around they st-st-st-stuttering
My body's tatted they say I look like graffiti
That's why I be on the roll these regulars try to read me
The way that people be staring you'd think that I was a TV
But when it comes to the haters I cannot see them like Stevie
But I be seeing repeats of dead rappers like 6th sense
My competition ain't worth nothing like 6 cents
Misfit I swear I'm sick shit you'd think I was Ryan Sheckler by the way I make the kicks flip
Too cool hands shakes and dap serving all of these fools like pancakes and snacks
Whoever thought that I wouldn’t be damaging the tracks
Was pulling they own legs like hamstrings and calves

[Hook]
I am the only great white
Body look like a canvas skin is covered with tats and my chucks are always the classics look like I'm in the past
Turn the noise up
100 words and running
Turn the noise up
What'd I tell these people
Turn the noise up
Transformer tatted on my arm like a droid, YUP!
I am the only great white
Anytime's my time everyday is grind time no chain needed I am just a star Kells
Turn the noise up
100 words and running turn the noise up
What'd I tell these people
Turn the noise up
Best rapper alive who? Kells, Kells

[Verse 2]
Uh, I'm so beyond my time the Michael Angelo of the second millenium
I roll it up and get higher than condominiums
My rap's braille the way the people be feelin' 'em
Midwest all the way to the other side of the﻿ Meridian
Back back EST is in the spot now
We be the crew all of these fools try to jock now
The type of dudes that'll make ya mouth drop down
Faces looking twisted like we guzzlin' Ciroc down
We're just city slickers in search of them bigger figures
This is more than a game my business isn't a scrimmage
And I be with the sickest cause I'm trying to be the illest with them Die Hard fans like Bruce Willis
Pow pow
I'm in the cut like alcohol in the wound
But I'm tripping like I popped Adderall on the moon
Focused on killing tracks like I'm rapping them from the tomb
R.I.P. to this instrumental lighters up for the tunes
Every morning I wake up and put my fitted on
Which means every day I wake and put my city on
Cleveland we ready just turn the MIDI on
Kid Kells, feeling like a million gone

[Hook]",Machine Gun Kelly,Skate Cans,
"[Intro]
Ayy, what my homie, Mike P, say?

[Chorus]
Roll the windows up when I get in the car and Imma light one up
Hit the gas station, go and buy a cigar
And we can smoke this blunt
Speedin' on the Sunset Strip in the nighttime
Yeah, tryna get fucked up (Ayy)
Roll the windows up when I smoke and drive

[Verse]
Uh, I'm to the grave with this
I learned how to roll a joint before I shaved and shit (Haha, yeah)
In seventh grade and shit
I was smoking OG kush and lemon haze and shit
Bad as fuck, I had it tucked inside my backpack in the front
My dad found it in a month
He kicked me out, he had enough so I got up
I'm in the kitchen, baking pizza with a crust
For a paycheck I can go and spend on hella drugs, yeah
Spaceships see me when I'm up, yeah
I been a martian with no Elon Musk, yeah
I'm in a party with the screw-ups and the sluts, yeah
I'm rolling papers bigger than elephant tusks, yeah
I'm in quarantine, but the weed man pulls up here
I got a hundred packs of backwoods
I can spend the next four months here
I spent 10K cash, I might cough up both lungs here
Filled up on gas and got high, but no stunts here
Mask on when I'm outside, drive fast, don't waste time
Ass on my face time, strap on my waistline
Gucci, Fendi, Prada belt, hold it up, no Kreayshawn
Don't give a fuck about these cops, put my hood on like Trayvon
All that I know is a W over my clan, I feel like Raekwon
Only time I get an L is when I be throwin' 'em up for the gang sign
I been a king with the bars but now I can play guitar and the bassline
I heard them saying they doing it first, I'm doing this shit for the eighth time
I used to want a pool, now I'm waking up and I got one in the backyard
I break a lotta rules, so you know I be drivin' the whip like NASCAR
Never went Hollywood, got a house on the hills, I still smack y'all
Never say no to the blunt, I smoke it 'til it's all the way down to the ash, y'all

[Chorus]
Roll the windows up when I get in the car and Imma light one up
Hit the gas station, go and buy a cigar
And we can smoke this blunt
Speedin' on the Sunset Strip in the nighttime
Yeah, tryna get fucked up (Ayy)
Roll the windows up when I smoke and drive",Machine Gun Kelly,Smoke and Drive,
"[Intro]
Feel this...
For all that it's worth
To live in the spotlight...

[Verse 1]
What if life was simple as a hug?
What if my partner wasn't crippled from a drug?
What if my other homie never caught a slug?
What if our parents actually gave a fuck?
Another black suit, another black suit
Police happy to see another black shoot
His mother's make up smearing on my arms, 
Crying cause' I'm the only son that she's got now that he's gone
What if the ghetto never heard an instrumental?
And we didn't have this rap shit all we had was metal? 
You telling me if we couldn't shoot a ball
Our lives still got shooting involved?
And what if I never left out of Denver that winter for new beginnings
My father started his business and traded family for riches?
You telling me that my auntie will still have a house to live in
And JoJo wouldn't be writing me from prison?
But fuck it this is life
Deal with it or get dealt with
I'm in my room smoking alone like I'm selfish
Cause' some days the sun's hard to face
Dad turns his son wears his face
But look closer see the heart of a lion
Sticks and stones couldn't damage my bones harder then iron
170 pounds with the walk of a giant
So defiant I pop a Valium, turn up the volume
Turn up the volume
Turn up the volume
Turn up the volume
Turn up the volume

[Hook]
For all that it's worth
To live in the spotlight
All of my demons come to life
And all that it was
And all that it could be
Is lost in the darkness of the night
Why should I die?
(to live in the spotlight)
Why should I kill myself for you?
You'd let me die?
(to live in the spotlight)
You'd let me die inside for you...

[Verse 2]
Look
What if money wasn't part of success?
Would the people I used to be friends with never left?
What if making a name didn't come with regrets?
I think that fame's a pre-cursor to death:
Death of a friendship
Death of a family
Death of a man
The misunderstood are always dead before 'they' understand
Staring at ceiling fans, chop up milligrams, draw a pentagram
Lucifer's not a rumor he's in the band, (damn)
Liquor and vomit on my Converse
Bright lights and packed concerts
And right next to the gun that's on my dresser are plastic orange bottles of peer pressure
And I'm ready to cave, I live in a cage
How can I be a hero when I'm the one needing saved
48 hour days of this fast lane living
Me and my entourage no Jeremy Piven, listen
It's better to burn out than fade away is what Kurt said
I felt the same until I saw his daughter and thought as a father
What if tomorrow; the only I could spoil her was dying?
Started crying then popped a valium turned up the volume
Turn up the volume
Turn up the volume
Turn up the volume
Turn up the volume

[Hook]
For all that it's worth
To live in the spotlight
All of my demons come to life
And all that it was
And all that it could be
Is lost in the darkness of the night
Why should I die?
(to live in the spotlight)
Why should I kill myself for you?
You'd let me die?
(to live in the spotlight)
You'd let me die inside for you...

[Outro]
So what you do when the cop lights
Turn into a stage and a spotlight?
And everyone around you starts to hate cause you got right
And feel entitled like I'm supposed to stop living my life?
Well this ain't 2Pac
This ain't Em's show
This ain't Jigga man
This that Kells flow
This that C-town 19-double-X rep so
Welcome to my life here's a ticket to the next show, spotlight
Welcome to my life here's a ticket to the next show",Machine Gun Kelly,Spotlight,Lzzy Hale
"[Hook: Alex Fitts]
So turn me on
You set me free
Just look inside your speakers
And there you'll see me

[Verse 1: Machine Gun Kelly]
Uh, there I go
Two clicks north of the Bronx
Whoever thought she would of found love in a stereo
2 headphones and a box
She picks me up, every morning on the walk to school
She ain't worried bout these other little kids
Cause she told me everyday you sayin' something new
And you always got the illest kicks
Boom Boom tat
And she takes me out, just so the block can see
Told me she wanted the world to know
So she makes me loud now the whole block wants me
But I'm all hers and she's all mine
And even though her parents don't like me inside
Whenever her daddy comes around, we just hide
Cause she doesn't wanna sleep without me that's why
I said

[Hook: Alex Fitts]
So turn me on
You set me free
Just look inside your speakers
And there you'll see me

[Hook: Alex Fitts]
So turn me on
You can set me free
Just look inside your speakers
And there you'll find me
There you'll find me

[Verse 2: Machine Gun Kelly]
Yeah, and she loves my sound, It's why I'm always around
Voted the most popular girl in the class
Cause whenever were together we attract the crowd
Yeah and she got me down
Touches the right place when I'm fizzling out
And all of her friends love me
Cause at all of the parties, I make em bounce b-bounce
Uh, if I play the right song, she might take it off
Meaning her clothes
You know I love it when she keeps the lights on, play the music soft
Yeah, so that's what I do, anything for my boo
But when I hear the knock on the door
I Shhh-shut up, cause I know my cue
But when they gone, I'm back at it
She loves this song, so I blast it
Dad gets home, I hide in the cabinet
Flip my switch like gymnastics
Uh and I'm a always be there for you, you just gotta find my plug
I'll be right here waiting for you in the middle of these speakers
If you ever wanna find my love
So

[Hook: Alex Fitts]
So turn me on
You set me free
Just look inside your speakers
And there you'll see me

[Hook: Alex Fitts]
So turn me on
You set me free
Just look inside your speakers
And there you'll see me

[Verse 3: Machine Gun Kelly]
Uh, and she gets older but I stay the same
And as she grows up, her opinions change
Now shes off at college
Where there's other ones like me
I just hope that one day she'll come back
To hear another song from me
But till then, I just sit in her room and collect dust
Thinkin' about us
Waitin' for the day she'll push my buttons
And I feel her touch and get that rush
But I'm not what she needs, so I power down
Then right at that moment where I was found
Hello, her little sister walked in
Knew it was love at first sight
Caught a little twinkle in her eye when I made a sound
She snuck back in the same night
And even though she knows that she wasn't allowed
I know all she wanna do is be near me
One thing is that I felt the same
Wanna tell her but she can't hear me
So so I said

[Hook: Alex Fitts]
So turn me on
You set me free
Just look inside your speakers
And there you'll see me",Machine Gun Kelly,Stereo,Alex Fitts
"[Intro]
We got the beat, we got the beat, we got th-
Shut the fuck up!

[Verse 1]
With your loud ass
While I turn shit up with my jump-in-the-crowd ass
While I burn shit up with my just copped an eighth
And you gon' watch me blow this loud pack
With your bitch, don’t come back in here, you’re not a loud ass
Just shut the fuck up!
Bitch, stop trying to be fly, bitch, take off them glasses
It’s dark as fuck, we ain’t outside, bitch
And bring some more of your bitches, stop bringing guys
It’s 3am, you either fuckin' or get the fuck out my ride, bitch

[Chorus]
We got the beat, 'cause we got the beat
Running my mind, 'cause we got the beat
Running my mind, we got the beat, we got the beat
Shut the fuck up

[Verse 2]
With your rap-motto-and-sing ass
With your bitch, you don’t do a damn thing ass
With your ""Oh, my god, I think I’m gonna come up on stage with you""
Bitch, no you ain’t ask
With your ""Can I like have a drink?"" ""Bitch, no, you can’t"" ass
Just shut the fuck up!
Using my government name like you know me
Dap'd you up in school one time, now you my homie, fuck off
Now I got twenty single dollars for whichever of you run up
And makes every one of them with
Sh-sh-sh-sh-shut the fuck up!

[Chorus]
We got the beat, 'cause we got the beat
Running my mind, 'cause we got the beat
Running my mind, we got the beat, we got the beat
Shut the fuck up

[Verse 3]
With your wanna-shake-my-hand ass
With your ""Hey, white boy, let me hear you rap"" ass
With your 45 years old, trying to be my fuckin' mom
""Pull up your pants"" ass
With my ""Bitch, pull 'em down and kiss my ass"" ass
(Just shut the fuck up!)
With your online thuggin;, tryin to be tough
With your see me in the streets and say what’s up, ""What's up?""
Only person even worthy of dissing me on the come up
Is my damn self, ""hey, yo, Kell shut the fuck up!""
Only person even worthy of dissing me on the come up
Is my damn self, ""hey, yo, Kell shut the fuck up!""",Machine Gun Kelly,STFU,
"[Intro]
O-H-10 in this mother fucker what they thought it was man? Used to? Fuck that we still get it in ohio baby! Machine gun kells! MGK what up! Midwest c'mon!

[Verse 1]
KELLS! I run this bitch (so what?) walk every stripper I don't give two fucks (fucks)
I done give the city everything except my two nuts (ha)
UGH making it rain until the floor's wet (phew)
Reputation keeping all these haters off my door step (fuck outta here)
Half of my city mad (so what), half of my city ridin'
Half of my city hate cause half of my city lyin'
They know they feel the kid supporting undercover, scared to be down after I show the world my skin color
But the mother fuckers know what I do dog, you don't want any beef from me you not a fool dog (nope)
If it ain't about the money then I'm cool ya'll, any rappers knows I'm better than you all (you know what it is)
From the state where the kids get dumb high
Break it down and roll it up with love for the alumni
Where the cops on me about to come by (what?)
Let 'em know we coming straight out BUCKEYES (ohio waddup!)
And what they thought they got me all fucked, hit every campus in the state and get us all something (july?)
Got high on high street, shot gunned at o-state (oh)
Miami mommy's brought that white and ate the whole cake (i love ya'll!)
And down in Kent they got it poppin' with the Smirnoff's
Started with some twerk then it ended with the shirts off (damn!)
It's natti light and natti please believe they get it crackin' (yes)
And I love my diamonds so I call my A D pi's in Akron (waddup!)
Then catch the frats in action they make sure my music bump (ugh)
At the party took it to the back with a bitch with a mouth like Donald Duck (you know what that means)
And they call me Donald Trump Mr. O-H-I-O took your misses and now you just Mr. I-hate-my-ho (lame)
You've seen them facebook pictures blowin' the whole team (ha!)
But you know the rules there's no cuffing down in bowling green
My downed Dayton apples stuffed and snuffed ahold of these roll it up puff puff and blows for me wanna fuck get (caugh caugh) the ones (da fuck?) who wants a zone for free
Six hour drive so I wanna feel that in my lungs now (yes!)
The whole 28 grams of kush it lasted me to youngstown (y-o waddup!)
Y-o to Springfield then Wittenberg to Athens express 6 pressin 6 press that god got me high as athen
Toledo put it down never forgot that story, we had the r-a's butt naked in the dormitory (stupid yo)
This is the state we live in (UH!) so squash that hate you spittin' (UH!!)
Double-o hi good riddance BITCHES!
If you know like I know (huh?) homie lie low, so what that mean? Stay the FUCK OUT OF OHIO (ooh)
Blaze the hydro and I ain't sharing my dough, so what? So stay the fuck up out of mine yo!
If you know like I know we don't drive slow, no lip cause I don't fuck with the 5-O
But we high though if I want it I know...KELLS! I STILL GET IT IN OHIO!

[Outro]
All day mother fucker!
Money to the ceiling was a real good feeling ya know?!
Four coasts in this mother fucker don't forget about this shit
They who that? I say we that!
Slim G, Dub-O, Lil Mike, BMG what up!
If you're not rolling with us get the fuck out the way

[Peter Parker]: You already know what it is, it's that takeover",Machine Gun Kelly,Still Get it in Ohio,
"[Intro]
And that was a dark depressing time for him, you know
He did had one visit with his mother I think
During the time that he lived with me and she brought
Him a huge box fill with gifts you know clothes and all
Kinds of little goodies and stuff and it sat in the corner
Untouched, literally for months he'd never opened anything just
Left the box there

[Verse 1]
What's going on in your mind when someone you haven't seen since you were nine is out at your door step right now?
Rewind, remember that one time when Marco showed up at the front door
And we found out he escaped from a psych ward
And stole grandma's car?
Ah, rest her soul
I know that's off topic, but I miss her soul
So ironic that she was blind but told me I'm handsome I was
Every time that I walked in the door
Can't lie and say it was easy being 14 on February 14th
Watching a body die in my arms
Then have to go to a school that I hated
When my grade indicate that I don't give a fuck what's going on
A couple hours later on
And not to mention that one bitch that I loved
By the way I call her ""bitch"" because she was
Wanted me to catch another man fucking her
Invited me over, told me to come into the front
Come upstairs and say what's up
And there she was
Little slut
I was broken hearted, should've broke that bitch's jaw
Just for playin' me like a chump
But instead went to the garage, grabbed one
Of her brother's rifles, went outside, and shot that other
Mothafucka's truck up
I guess that's what lead me to cuffs
Becomin' common in my life like funerals was
Daddy's less common now, he gave up
After he heard the judge pin a fucking felony on his son
Funny enough
Me and Aunt Barbara even closer
Start to feel some weight lift off her shoulder
Till it  piled back on when a radiologist] told her
That she had breast cancer and might not live much longer
Fast forward
The woman that I call my ""mother"" isn't my mother
Or even blood but that's how much I love her
And I'm feeling awkward cause the doorbell's from the person that I call HER
Maybe I ain't ready for it...
Shit, what should I wear?
Fuck that, I ain't going down there
I waited over a decade for closure
Why should I receive it if it might not be something I want to hear
In the mirror is a empty reflection
And in my head are questions I want to ask like, ""Where the fuck did you go?""
Why did you turn my birthdays to the worst days every year that you didn't show?
And if you must know, I didn't turn out to be much else
Than a drunk who fell face first to a pile of hell
Took four snuffs of the devil's dust
Ended up with my manager helping me cause I couldn't take a piss by myself
But I did get a record deal
And all my records got that making of a legend feel
And I did have a daughter who I promised that the way that way you made me felt
Is a way she will never, feel
Slip a Benadryl in my cup
Ech, fuck it I'm sickening up
Pit of my stomach clenching, all my muscles stiffening up
I ain't been this nervous since I got jumped
Flick the tip of my J over a surface cover with ashes and junk
Took a pull and sat it down
Put on both of my Chucks
Reach for the door but my hand's sweaty, I'm anxious as fuck
Couldn't even hit the stairs without remembering how many years I was there waiting to see your car pull up
Now you saying she's right there?
Man you saying she's right there?
You telling me if I open up this door right here
That she'll been standing right there?
And after all these years am I wrong for having this fear
Of meeting the reflection that was missing in the mirror
Open up the door and then I see her

*Opens door*",Machine Gun Kelly,Story of the Stairs,
"[Intro]
On a east side night
Under that street light
On the corner of don’t think twice
I find my mind where it shouldn’t be

[Verse 1]
Crack Rock in that pad lock
With a stash spot in my ragtop
Street dreams down the block from my dads spot
Bad cops on my payroll
At a buck a pop like Faygo
Add 50 Cent for like 3 keys
Open up the doors for that Yayo
White nights cuz I make snow
Bright lights then I lay low
Fight nights I'm like Mike Tyson
K/o for that peso
That's the life that we chose
Talking bout
Money cars and these clothes
Fuckin with
Twenty broads that's exposed
And we in the
Strip clubs till they close
These are the chronicles of a hood muthafucka doin what he gotta do to get paid
Chronic smoke In every follicle of my shades
Writing  my obituary diggin my grave
Cuz all they say is jail or death,
And I figure there ain't nothin left
That I ain't did and since I’m knee deep in my shit, don’t hold my breath
*Snap* Oh shit
Guess its back to that broke shit
Roach clip in my ashtray
2Pac on my posters
Dreams of living like Sosa,
But I'm wakin up on this sofa,
Said I'm wakin up on this sofa
I ain't waiting round here no longer
Get it how you live it bitch we livin dirty
Most of us that's livin now ain't livin thirty
Get it how you live it bitch we livin dirty
Cock that .38 put on my mask and it gets blurry
I don't think you heard me

[Hook]
What I need a shirt for?
When you beast shit and you go hard till that tours gone and you back onto that street shit
What I need this shirt for?
When these tattoos that I bleed with say everything about my story come read this
What I need a shirt for? Huh? X3
When I go hard
So hard, to get everything that I worked for

[Verse 2]
At the top is no friends dawg
At the bottom ain't shit dawg
Middle man'n ain't it dawg
Plotting drinkin this Hen dog
And I said lord my savior
Have I not protected my neighbor
Have I not neglected these haters
Have I not kept you in my prayers
So when my life keeps going downhill am I wrong for looking upstairs?
Am I wrong for feeling you hate me, am I wrong for thinking you'd care?
Am I wrong for keepin this weed lit and these smoke clouds In this air?
But I can't sleep without my mind gone cuz of shit I witnessed last year
That boy that left out was just family
I ain't see the shit comin
We was supposed to be at these Grammy’s
We was supposed to be stuntin
Shit,  we was supposed to somethin
Fuck that we was supposed to be brothers
Helped you out when you were struggling, I don’t owe you nothing muthafucka

[Hook]",Machine Gun Kelly,Street Dreams,
"[Intro Guitar]

[Verse 1: Machine Gun Kelly]
Am I loud and clear?
Or do I gotta scream like I did every day when I was a troubled teen, huh?
Do you want to know my past and see every single scar and know what they mean, huh?
17 running up in Mickey D's begging for a double cheese, huh
Singing ""I don't want to grow up don’t nobody like you when your 23""
I came from nothing but a fucking unsupportive father I don't ever see
I had to watch a crooked jury put my brother in the penitentiary,
I never fit in
Criticism, made me the man I couldn't be
I'm reminiscing on when life was different spending every day at Chuckee Cheese, uh

[Chorus: Kellin Quinn]
We live on front porches  and swing life away
We get by just fine here on minimum wage
If love is a labor I’ll slave till the end
And I’ll run these streets if you give me a chance

[Verse 2: Machine Gun Kelly]
I've been here so long
Maybe I should runaway
Try to find a summer day
What is love
Love is pain
Love is butterflies and stomach aches
Love is looking out a windowpane, tears dripping looking like you’re in the rain
For someone you don't even know but for somebody you may never see again
I am only alive once
And I'ma die when God wants
So fill the sky with diamonds
Because that's how it's gonna look when I'm gone
Had a vision as a kid that one day I would change the world with my song
Several years have passed and now that vision came to life that boy's a fucking icon

[Chorus: Kellin Quinn]
We live on front porches  and swing life away
We get by just fine here on minimum wage
If love is a labor I’ll slave till the end
And I’ll run these streets if you give me a chance

[Bridge: Machine Gun Kelly]
Sometimes I don't want to fucking wake up
When all they want to do is bring me down
And all the things I’ve went through as I came up
Are the fucking reasons why I run this town

[Hook: Kellin Quinn & Machine Gun Kelly]
We live on front porches and swing life away (and to my fans, I told you)
We get by just fine here on minimum wage
If love is a labor, I'll slave 'til the end
And I'll run these streets if you give me a chance
We live on front porches and swing life away (all my dreamers)
We get by just fine here on minimum wage (stay real)
If love is a labor, I'll slave 'til the end (and to my love)
And I'll run these streets if you give me a chance (stay here)
Swing life away (what we do)
Swing life away (and what we do)
Swing life away (yeah)
Swing life away (and we just)
Swing life away (let's swing life away)
Swing life away (let's swing life away)
Swing life away (let's swing life away)
Swing life away",Machine Gun Kelly,Swing Life Away,Kellin Quinn
"(Verse)
Damn, (Peter Parker) 16 not a kushy in the jar take a hit now I'm floathig next to Pluto
Super bad, used to dream one day I'd be a star, Hollywood big screen like Juno
Yeah, so I hopped up out the bed
Said fuck school layed at the crib
And lived every single punchline that I have ever spit
Cause reality to me is behind my eyelids
Gone, and don't mind my ad-libs
A lot of these rappers young but I am that kid
(Kells) That piff, chillin' in the hood, light it up
Now my minds in the heights like where my dad lives
Can't hate though, not at all man
I'm in the stadium and I am not a ball fan(No)
Or a ball player, just freshman with a team, now let me ball hater
(Swish) Leaning, give me my balls hater
Jealousy took over their lives, I'm the cause hater
And the most 10th graders want my autograph paper
Meanwhile my bread comin out the cheese grater(Ha, bitch)
Yeah, I am the greatest
So bad when they need me, they be saying tsk tsk
Boy, I'm raw as this fish in the sea
See me, get off my bitch's dick
At the cornerstore, heavy dog
Pull up in the lot, open doors, see heavy fog
All I needs a brownie, Arizona and a funyon
Plus a hotdog, extra relish got the munchies like a muhfucker
Blaze up till you face up
Got the hardest bars in the game, step your cage up
100 words and runnin', you better lace up
If you can't tell I'm a star, step your knowledge of space up
Uh, Gangsta? Nah I'm fuckin' with ya
All my girls back in Shaker, yo what's up with ya
Up in their blouse, boyfriends couldn't trust me
Couldn's stay in the house because the streets love me
And everyone who hated just mad they couldn't become me
Ain't it crazy I'm celibate when everybody says fuck me
Probably cause they think your boy musty
Stinky rich and the flows ugly like ugh",Machine Gun Kelly,Tell You Somethin’,
